square_id,time_interval,internet_traffic
4556,2013-10-31 23:00:00,1.8506075
4556,2013-10-31 23:00:00,1129.8323
4556,2013-10-31 23:00:00,0.9853416
4556,2013-10-31 23:00:00,0.9853416
4556,2013-10-31 23:00:00,0.9853416
4556,2013-10-31 23:10:00,0.92530376
4556,2013-10-31 23:10:00,0.9853416
4556,2013-10-31 23:10:00,981.0203
4556,2013-10-31 23:10:00,0.92530376
4556,2013-10-31 23:20:00,998.1107
4556,2013-10-31 23:30:00,960.9836
4556,2013-10-31 23:30:00,0.9853416
4556,2013-10-31 23:30:00,0.9853416
4556,2013-10-31 23:40:00,0.9853416
4556,2013-10-31 23:40:00,934.794
4556,2013-10-31 23:40:00,0.002807078
4556,2013-10-31 23:50:00,982.6596
4556,2013-11-01 00:00:00,0.9853416
4556,2013-11-01 00:00:00,0.002807078
4556,2013-11-01 00:00:00,1100.1915
4556,2013-11-01 00:00:00,0.002807078
4556,2013-11-01 00:10:00,833.3809
4556,2013-11-01 00:10:00,0.002807078
4556,2013-11-01 00:20:00,886.5671
4556,2013-11-01 00:30:00,871.0063
4556,2013-11-01 00:30:00,0.9853416
4556,2013-11-01 00:40:00,823.789
4556,2013-11-01 00:40:00,0.002807078
4556,2013-11-01 00:50:00,0.002807078
4556,2013-11-01 00:50:00,0.002807078
4556,2013-11-01 00:50:00,678.19464
4556,2013-11-01 01:00:00,0.008421234
4556,2013-11-01 01:00:00,656.03125
4556,2013-11-01 01:00:00,0.92530376
4556,2013-11-01 01:10:00,0.92811084
4556,2013-11-01 01:10:00,610.27094
4556,2013-11-01 01:20:00,559.6664
4556,2013-11-01 01:30:00,482.23218
4556,2013-11-01 01:40:00,471.77176
4556,2013-11-01 01:50:00,498.20413
4556,2013-11-01 02:00:00,0.002807078
4556,2013-11-01 02:00:00,431.7405
4556,2013-11-01 02:10:00,0.002807078
4556,2013-11-01 02:10:00,385.02197
4556,2013-11-01 02:20:00,0.002807078
4556,2013-11-01 02:20:00,363.43466
4556,2013-11-01 02:20:00,2.7759113
4556,2013-11-01 02:30:00,366.9895
4556,2013-11-01 02:40:00,335.1529
4556,2013-11-01 02:50:00,0.002807078
4556,2013-11-01 02:50:00,369.97702
4556,2013-11-01 03:00:00,0.002807078
4556,2013-11-01 03:00:00,386.62408
4556,2013-11-01 03:00:00,1.8115057
4556,2013-11-01 03:10:00,471.39313
4556,2013-11-01 03:20:00,527.8595
4556,2013-11-01 03:20:00,0.92530376
4556,2013-11-01 03:30:00,0.002807078
4556,2013-11-01 03:30:00,341.86874
4556,2013-11-01 03:40:00,313.73407
4556,2013-11-01 03:50:00,322.86746
4556,2013-11-01 04:00:00,267.07254
4556,2013-11-01 04:10:00,289.00076
4556,2013-11-01 04:20:00,0.002807078
4556,2013-11-01 04:20:00,272.84103
4556,2013-11-01 04:30:00,258.1528
4556,2013-11-01 04:40:00,266.34103
4556,2013-11-01 04:40:00,1.9106454
4556,2013-11-01 04:50:00,357.4608
4556,2013-11-01 05:00:00,276.96756
4556,2013-11-01 05:10:00,313.56088
4556,2013-11-01 05:20:00,271.55115
4556,2013-11-01 05:30:00,219.02803
4556,2013-11-01 05:40:00,231.25917
4556,2013-11-01 05:50:00,256.4545
4556,2013-11-01 06:00:00,237.12685
4556,2013-11-01 06:10:00,257.88776
4556,2013-11-01 06:20:00,239.26897
4556,2013-11-01 06:30:00,262.30515
4556,2013-11-01 06:30:00,0.92530376
4556,2013-11-01 06:40:00,256.32898
4556,2013-11-01 06:50:00,236.95053
4556,2013-11-01 06:50:00,1.8506075
4556,2013-11-01 07:00:00,236.35065
4556,2013-11-01 07:10:00,253.99991
4556,2013-11-01 07:10:00,0.9853416
4556,2013-11-01 07:20:00,256.04468
4556,2013-11-01 07:20:00,0.92530376
4556,2013-11-01 07:30:00,277.43454
4556,2013-11-01 07:30:00,0.9853416
4556,2013-11-01 07:40:00,310.19797
4556,2013-11-01 07:40:00,0.92530376
4556,2013-11-01 07:50:00,321.21835
4556,2013-11-01 08:00:00,0.002807078
4556,2013-11-01 08:00:00,308.42996
4556,2013-11-01 08:00:00,0.9853416
4556,2013-11-01 08:10:00,327.5474
4556,2013-11-01 08:10:00,0.9853416
4556,2013-11-01 08:20:00,351.42365
4556,2013-11-01 08:20:00,0.9853416
4556,2013-11-01 08:20:00,0.9853416
4556,2013-11-01 08:30:00,312.78586
4556,2013-11-01 08:40:00,0.008421234
4556,2013-11-01 08:40:00,363.0913
4556,2013-11-01 08:50:00,0.002807078
4556,2013-11-01 08:50:00,410.04224
4556,2013-11-01 09:00:00,0.002807078
4556,2013-11-01 09:00:00,0.9853416
4556,2013-11-01 09:00:00,458.85126
4556,2013-11-01 09:10:00,577.66925
4556,2013-11-01 09:20:00,536.7073
4556,2013-11-01 09:30:00,1.9106454
4556,2013-11-01 09:30:00,507.96695
4556,2013-11-01 09:30:00,0.92530376
4556,2013-11-01 09:40:00,1.9106454
4556,2013-11-01 09:40:00,547.72266
4556,2013-11-01 09:40:00,2.7759113
4556,2013-11-01 09:40:00,0.002807078
4556,2013-11-01 09:50:00,0.002807078
4556,2013-11-01 09:50:00,506.7926
4556,2013-11-01 09:50:00,0.92530376
4556,2013-11-01 10:00:00,459.20047
4556,2013-11-01 10:00:00,0.9853416
4556,2013-11-01 10:10:00,0.9853416
4556,2013-11-01 10:10:00,476.96375
4556,2013-11-01 10:10:00,0.92530376
4556,2013-11-01 10:20:00,364.48862
4556,2013-11-01 10:20:00,1.9106454
4556,2013-11-01 10:20:00,0.92530376
4556,2013-11-01 10:30:00,417.48364
4556,2013-11-01 10:30:00,2.7759113
4556,2013-11-01 10:30:00,2.7368095
4556,2013-11-01 10:40:00,418.46127
4556,2013-11-01 10:40:00,0.82616407
4556,2013-11-01 10:40:00,0.002807078
4556,2013-11-01 10:40:00,0.9853416
4556,2013-11-01 10:40:00,0.92530376
4556,2013-11-01 10:50:00,1.7514678
4556,2013-11-01 10:50:00,508.69717
4556,2013-11-01 11:00:00,1.7514678
4556,2013-11-01 11:00:00,0.9853416
4556,2013-11-01 11:00:00,544.11774
4556,2013-11-01 11:00:00,0.92530376
4556,2013-11-01 11:00:00,0.92530376
4556,2013-11-01 11:10:00,0.9853416
4556,2013-11-01 11:10:00,534.86505
4556,2013-11-01 11:20:00,0.9853416
4556,2013-11-01 11:20:00,1.9734904
4556,2013-11-01 11:20:00,539.51636
4556,2013-11-01 11:30:00,0.82616407
4556,2013-11-01 11:30:00,509.5858
4556,2013-11-01 11:30:00,1.8506075
4556,2013-11-01 11:30:00,0.002807078
4556,2013-11-01 11:40:00,0.9853416
4556,2013-11-01 11:40:00,636.1814
4556,2013-11-01 11:40:00,3.701215
4556,2013-11-01 11:40:00,0.002807078
4556,2013-11-01 11:50:00,0.9853416
4556,2013-11-01 11:50:00,1.7514678
4556,2013-11-01 11:50:00,582.8819
4556,2013-11-01 11:50:00,0.92530376
4556,2013-11-01 12:00:00,1.9106454
4556,2013-11-01 12:00:00,505.41165
4556,2013-11-01 12:00:00,0.002807078
4556,2013-11-01 12:10:00,0.92811084
4556,2013-11-01 12:10:00,643.3566
4556,2013-11-01 12:10:00,0.92530376
4556,2013-11-01 12:20:00,0.002807078
4556,2013-11-01 12:20:00,613.3316
4556,2013-11-01 12:20:00,2.7368095
4556,2013-11-01 12:30:00,0.002807078
4556,2013-11-01 12:30:00,554.42206
4556,2013-11-01 12:30:00,2.895987
4556,2013-11-01 12:40:00,1.9706832
4556,2013-11-01 12:40:00,566.2899
4556,2013-11-01 12:40:00,5.731936
4556,2013-11-01 12:50:00,0.82616407
4556,2013-11-01 12:50:00,585.28973
4556,2013-11-01 12:50:00,1.9106454
4556,2013-11-01 13:00:00,1.9106454
4556,2013-11-01 13:00:00,601.96136
4556,2013-11-01 13:00:00,0.92530376
4556,2013-11-01 13:10:00,623.5381
4556,2013-11-01 13:20:00,590.1537
4556,2013-11-01 13:20:00,0.9853416
4556,2013-11-01 13:20:00,4.7465944
4556,2013-11-01 13:20:00,1.9706832
4556,2013-11-01 13:30:00,0.92530376
4556,2013-11-01 13:30:00,563.42316
4556,2013-11-01 13:30:00,0.92530376
4556,2013-11-01 13:40:00,612.55475
4556,2013-11-01 13:40:00,1.9706832
4556,2013-11-01 13:50:00,1.9734904
4556,2013-11-01 13:50:00,572.05505
4556,2013-11-01 13:50:00,0.9853416
4556,2013-11-01 14:00:00,1.8506075
4556,2013-11-01 14:00:00,577.48535
4556,2013-11-01 14:00:00,0.002807078
4556,2013-11-01 14:10:00,0.82616407
4556,2013-11-01 14:10:00,673.1589
4556,2013-11-01 14:10:00,0.9853416
4556,2013-11-01 14:10:00,1.9106454
4556,2013-11-01 14:20:00,0.9853416
4556,2013-11-01 14:20:00,0.002807078
4556,2013-11-01 14:20:00,560.2231
4556,2013-11-01 14:30:00,1.9106454
4556,2013-11-01 14:30:00,498.59512
4556,2013-11-01 14:30:00,0.92530376
4556,2013-11-01 14:30:00,2.895987
4556,2013-11-01 14:40:00,1.8506075
4556,2013-11-01 14:40:00,0.82616407
4556,2013-11-01 14:40:00,488.15018
4556,2013-11-01 14:40:00,0.92530376
4556,2013-11-01 14:40:00,0.002807078
4556,2013-11-01 14:50:00,1.8506075
4556,2013-11-01 14:50:00,513.9222
4556,2013-11-01 14:50:00,0.92530376
4556,2013-11-01 14:50:00,1.9706832
4556,2013-11-01 14:50:00,0.9853416
4556,2013-11-01 15:00:00,0.002807078
4556,2013-11-01 15:00:00,500.79376
4556,2013-11-01 15:00:00,1.8506075
4556,2013-11-01 15:10:00,2.8359492
4556,2013-11-01 15:10:00,572.1901
4556,2013-11-01 15:10:00,0.92530376
4556,2013-11-01 15:10:00,3.8212907
4556,2013-11-01 15:10:00,0.002807078
4556,2013-11-01 15:20:00,0.002807078
4556,2013-11-01 15:20:00,571.12805
4556,2013-11-01 15:20:00,0.92530376
4556,2013-11-01 15:20:00,1.9106454
4556,2013-11-01 15:20:00,1.9106454
4556,2013-11-01 15:30:00,0.008421234
4556,2013-11-01 15:30:00,489.7438
4556,2013-11-01 15:30:00,1.8506075
4556,2013-11-01 15:30:00,3.8212907
4556,2013-11-01 15:40:00,1.9706832
4556,2013-11-01 15:40:00,460.08563
4556,2013-11-01 15:40:00,1.9106454
4556,2013-11-01 15:40:00,4.686557
4556,2013-11-01 15:50:00,633.82776
4556,2013-11-01 15:50:00,2.7759113
4556,2013-11-01 16:00:00,594.8908
4556,2013-11-01 16:00:00,7.40243
4556,2013-11-01 16:00:00,0.92530376
4556,2013-11-01 16:10:00,586.04034
4556,2013-11-01 16:10:00,5.6118603
4556,2013-11-01 16:20:00,644.2817
4556,2013-11-01 16:20:00,0.92530376
4556,2013-11-01 16:20:00,11.163683
4556,2013-11-01 16:30:00,538.2256
4556,2013-11-01 16:30:00,0.9853416
4556,2013-11-01 16:30:00,1.9106454
4556,2013-11-01 16:40:00,0.99376285
4556,2013-11-01 16:40:00,554.119
4556,2013-11-01 16:40:00,1.9106454
4556,2013-11-01 16:40:00,0.92530376
4556,2013-11-01 16:50:00,0.002807078
4556,2013-11-01 16:50:00,677.13965
4556,2013-11-01 16:50:00,1.9106454
4556,2013-11-01 16:50:00,0.9853416
4556,2013-11-01 17:00:00,0.002807078
4556,2013-11-01 17:00:00,0.9853416
